cod_hospital_origen,hospital_origen,region_origen,comuna_origen,lat_origen,lon_origen,cod_hospital_destino,hospital_destino,region_destino,comuna_destino,lat_destino,lon_destino,cantidad,graves,porcentaje_graves
124105.0,Hospital de Puerto Montt,Región de Los Lagos,Puerto Montt,-41.44855,-72.957342,111100,"Hospital Clínico San Borja-Arriarán (Santiago, Santiago)",Región Metropolitana de Santiago,Santiago,-33.460498,-70.64232,1,1,100.0
124105.0,Hospital de Puerto Montt,Región de Los Lagos,Puerto Montt,-41.44855,-72.957342,114101,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Región Metropolitana de Santiago,Puente Alto,-33.577251,-70.581781,1,1,100.0
124105.0,Hospital de Puerto Montt,Región de Los Lagos,Puerto Montt,-41.44855,-72.957342,114105,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Región Metropolitana de Santiago,La Florida,-33.514161,-70.599148,1,1,100.0
124105.0,Hospital de Puerto Montt,Región de Los Lagos,Puerto Montt,-41.44855,-72.957342,116100,Hospital San Juan de Dios (Curicó),Región del Maule,Curicó,-34.978121,-71.213364,1,1,100.0
124105.0,Hospital de Puerto Montt,Región de Los Lagos,Puerto Montt,-41.44855,-72.957342,119100,Hospital Las Higueras (Talcahuano),Región del Bíobío,Talcahuano,-36.740101,-73.108694,1,1,100.0
125100.0,Hospital Regional (Coihaique),Región de Aysén del General Carlos Ibañez del Campo,Coyhaique,-45.568399,-72.073423,112104,Instituto de Neurocirugía Dr. Alfonso Asenjo,Región Metropolitana de Santiago,Providencia,-33.436888,-70.622448,1,1,100.0
125100.0,Hospital Regional (Coihaique),Región de Aysén del General Carlos Ibañez del Campo,Coyhaique,-45.568399,-72.073423,114101,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Región Metropolitana de Santiago,Puente Alto,-33.577251,-70.581781,1,1,100.0
129100.0,Hospital Dr. Mauricio Heyermann (Angol),Región de La Araucanía,Angol,-37.794444,-72.705669,121121,Hospital de Villarrica,Región de La Araucanía,Villarrica,-39.2777,-72.226793,1,1,100.0
133150.0,Hospital de Castro,Región de Los Lagos,Castro,-42.477043,-73.76933,109101,"Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia)",Región Metropolitana de Santiago,Independencia,-33.415335,-70.655086,1,1,100.0
133150.0,Hospital de Castro,Región de Los Lagos,Castro,-42.477043,-73.76933,110110,Instituto Traumatológico Dr. Teodoro Gebauer,Región Metropolitana de Santiago,Santiago,-33.434891,-70.658236,1,1,100.0
133150.0,Hospital de Castro,Región de Los Lagos,Castro,-42.477043,-73.76933,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,Región Metropolitana de Santiago,Santiago,-33.444004,-70.637955,1,1,100.0
133150.0,Hospital de Castro,Región de Los Lagos,Castro,-42.477043,-73.76933,114105,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Región Metropolitana de Santiago,La Florida,-33.514161,-70.599148,1,1,100.0
133150.0,Hospital de Castro,Región de Los Lagos,Castro,-42.477043,-73.76933,123100,Hospital Base San José de Osorno,Región de Los Lagos,Osorno,-40.5883,-73.127785,1,1,100.0
102100.0,Hospital Dr. Ernesto Torres Galdames (Iquique),Región de Tarapacá,Iquique,-20.214354,-70.138931,102100,Hospital Dr. Ernesto Torres Galdames (Iquique),Región de Tarapacá,Iquique,-20.214354,-70.138931,1,0,0.0
105100.0,Hospital San Juan de Dios (La Serena),Región de Coquimbo,La Serena,-29.908191,-71.249732,121109,Hospital Dr. Hernán Henríquez Aravena (Temuco),Región de La Araucanía,Temuco,-38.736532,-72.599238,1,0,0.0
105101.0,Hospital San Pablo (Coquimbo),Región de Coquimbo,Coquimbo,-29.968488,-71.337017,103100,Hospital Dr. Leonardo Guzmán (Antofagasta),Región de Antofagasta,Antofagasta,-23.616852,-70.385924,1,0,0.0
105101.0,Hospital San Pablo (Coquimbo),Región de Coquimbo,Coquimbo,-29.968488,-71.337017,106100,Hospital Carlos Van Buren (Valparaíso),Región de Valparaíso,Valparaíso,-33.050258,-71.611098,1,0,0.0
108100.0,Hospital de San Camilo (San Felipe),Región de Valparaíso,San Felipe,-32.74977,-70.708992,105100,Hospital San Juan de Dios (La Serena),Región de Coquimbo,La Serena,-29.908191,-71.249732,1,0,0.0
108100.0,Hospital de San Camilo (San Felipe),Región de Valparaíso,San Felipe,-32.74977,-70.708992,106102,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Región de Valparaíso,Valparaíso,-33.05679,-71.58962,1,0,0.0
108100.0,Hospital de San Camilo (San Felipe),Región de Valparaíso,San Felipe,-32.74977,-70.708992,111100,"Hospital Clínico San Borja-Arriarán (Santiago, Santiago)",Región Metropolitana de Santiago,Santiago,-33.460498,-70.64232,1,0,0.0
108100.0,Hospital de San Camilo (San Felipe),Región de Valparaíso,San Felipe,-32.74977,-70.708992,112100,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,1,0,0.0
108100.0,Hospital de San Camilo (San Felipe),Región de Valparaíso,San Felipe,-32.74977,-70.708992,113100,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",Región Metropolitana de Santiago,San Miguel,-33.485147,-70.644439,1,0,0.0
108100.0,Hospital de San Camilo (San Felipe),Región de Valparaíso,San Felipe,-32.74977,-70.708992,113130,"Hospital Dr. Exequiel González Cortés (Santiago, San Miguel)",Región Metropolitana de Santiago,San Miguel,-33.484761,-70.648129,1,0,0.0
110100.0,"Hospital San Juan de Dios (Santiago, Santiago)",Región Metropolitana de Santiago,Santiago,-33.442394,-70.679188,111101,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Región Metropolitana de Santiago,Maipú,-33.508212,-70.774248,1,0,0.0
110100.0,"Hospital San Juan de Dios (Santiago, Santiago)",Región Metropolitana de Santiago,Santiago,-33.442394,-70.679188,112100,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,1,0,0.0
110100.0,"Hospital San Juan de Dios (Santiago, Santiago)",Región Metropolitana de Santiago,Santiago,-33.442394,-70.679188,112101,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",Región Metropolitana de Santiago,Peñalolén,-33.501328,-70.579408,1,0,0.0
110130.0,Hospital Adalberto Steeger (Talagante),Región Metropolitana de Santiago,Talagante,-33.66801,-70.920339,112100,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,1,0,0.0
112100.0,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,107101,Hospital San Martín (Quillota),Región de Valparaíso,Quillota,-32.87993,-71.257745,1,0,0.0
112100.0,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,114103,Hospital Padre Alberto Hurtado (San Ramón),Región Metropolitana de Santiago,San Ramón,-33.5525,-70.635024,1,0,0.0
112100.0,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,121114,Hospital Intercultural de Nueva Imperial,Región de La Araucanía,Nueva Imperial,-38.740329,-72.958314,1,0,0.0
112100.0,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,129106,Hospital San José (Victoria),Región de La Araucanía,Victoria,-38.233942,-72.340159,1,0,0.0
113150.0,Hospital San Luis (Buin),Región Metropolitana de Santiago,Buin,-33.734263,-70.739547,114101,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",Región Metropolitana de Santiago,Puente Alto,-33.577251,-70.581781,1,0,0.0
114105.0,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Región Metropolitana de Santiago,La Florida,-33.514161,-70.599148,112104,Instituto de Neurocirugía Dr. Alfonso Asenjo,Región Metropolitana de Santiago,Providencia,-33.436888,-70.622448,1,0,0.0
114105.0,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Región Metropolitana de Santiago,La Florida,-33.514161,-70.599148,115107,Hospital San Juan de Dios (San Fernando),Región del Libertador Gral. B. O'Higgins,San Fernando,-34.575908,-70.992563,1,0,0.0
115107.0,Hospital San Juan de Dios (San Fernando),Región del Libertador Gral. B. O'Higgins,San Fernando,-34.575908,-70.992563,113130,"Hospital Dr. Exequiel González Cortés (Santiago, San Miguel)",Región Metropolitana de Santiago,San Miguel,-33.484761,-70.648129,1,0,0.0
115110.0,Hospital de Santa Cruz,Región del Libertador Gral. B. O'Higgins,Santa Cruz,-34.634422,-71.35723,111195,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,Región Metropolitana de Santiago,Santiago,-33.444004,-70.637955,1,0,0.0
115110.0,Hospital de Santa Cruz,Región del Libertador Gral. B. O'Higgins,Santa Cruz,-34.634422,-71.35723,112102,"Hospital de Niños Dr. Luis Calvo Mackenna (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.430592,-70.615846,1,0,0.0
115110.0,Hospital de Santa Cruz,Región del Libertador Gral. B. O'Higgins,Santa Cruz,-34.634422,-71.35723,116100,Hospital San Juan de Dios (Curicó),Región del Maule,Curicó,-34.978121,-71.213364,1,0,0.0
119100.0,Hospital Las Higueras (Talcahuano),Región del Bíobío,Talcahuano,-36.740101,-73.108694,120101,Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles),Región del Bíobío,Los Ángeles,-37.47365,-72.346903,1,0,0.0
121110.0,Hospital Dr. Abraham Godoy (Lautaro),Región de La Araucanía,Lautaro,-38.537076,-72.418384,118100,Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción),Región del Bíobío,Concepción,-36.82511,-73.037951,1,0,0.0
121110.0,Hospital Dr. Abraham Godoy (Lautaro),Región de La Araucanía,Lautaro,-38.537076,-72.418384,121114,Hospital Intercultural de Nueva Imperial,Región de La Araucanía,Nueva Imperial,-38.740329,-72.958314,1,0,0.0
121121.0,Hospital de Villarrica,Región de La Araucanía,Villarrica,-39.2777,-72.226793,129106,Hospital San José (Victoria),Región de La Araucanía,Victoria,-38.233942,-72.340159,1,0,0.0
125100.0,Hospital Regional (Coihaique),Región de Aysén del General Carlos Ibañez del Campo,Coyhaique,-45.568399,-72.073423,114105,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Región Metropolitana de Santiago,La Florida,-33.514161,-70.599148,1,0,0.0
125100.0,Hospital Regional (Coihaique),Región de Aysén del General Carlos Ibañez del Campo,Coyhaique,-45.568399,-72.073423,119102,Hospital Penco - Lirquén,Región del Bíobío,Penco,-36.719574,-72.975452,1,0,0.0
129100.0,Hospital Dr. Mauricio Heyermann (Angol),Región de La Araucanía,Angol,-37.794444,-72.705669,112100,"Hospital Del Salvador (Santiago, Providencia)",Región Metropolitana de Santiago,Providencia,-33.43664,-70.624493,1,0,0.0
